"State Name","County Name","Estimates: Total","county","Rent_At_Level","Gap","Total","At_This_Level","Above_This_Level","Vacant","Substandard","Substandard_Vacant"
,,,51037,Middle (81-120%),-56.62897583,19.380089059,64.718829517,23.55836514,11.290235369,0,0
,,,51037,High (over 120%),118.94751908,129.88215649,10.934637405,0,,0,
Virginia,Chesterfield County,323984,51041,Extremely low (0-30% AMI),2543,3292,857,858,,108,
Virginia,Chesterfield County,323984,51041,Very low (31-50%),565,3336,1422,1576,1349,0,0
Virginia,Chesterfield County,323984,51041,Low (51-80%),-6086,6646,8296,7709,4748,312,0
Virginia,Chesterfield County,323984,51041,Middle (81-120%),4159,5851,1774,1000,,82,
Virginia,Chesterfield County,323984,51041,High (over 120%),4420,4990,623,0,,53,
,,,51043,Extremely low (0-30% AMI),78.75546913,121.22508508,33.275644142,62.257656782,10.547399125,1.3534273213,0
,,,51043,Very low (31-50%),49.026737968,117.724842,67.414681575,112.12445309,1.2834224599,0,0
,,,51043,Low (51-80%),-37.94263491,96.816723384,103.77053962,92.126397667,35.515799708,0,4.5269810404
,,,51043,Middle (81-120%),91.496353913,282.44628099,177.6023335,137.46621293,17.337870685,0,3.9902771026
,,,51043,High (over 120%),167.82498785,176.0855615,8.2605736509,0,,0,
,,,51045,Extremely low (0-30% AMI),5.0166416148,9.0331758643,3.6863860855,5.0150311359,0.5684990337,0.2383508697,0
,,,51045,Very low (31-50%),1.2787202061,7.1102641185,4.053575263,4.1292677689,1.7779686493,0,0
,,,51045,Low (51-80%),-3.964998926,6.5739746618,8.3728795362,7.4597380288,2.3593515139,0.1932574619,0
,,,51045,Middle (81-120%),5.8879106721,8.1152029203,2.2272922482,1.1901438694,,0,
,,,51045,High (over 120%),5.1809104574,6.1439768091,0.8422804381,0,0.1207859137,0,0
Virginia,Culpeper County,47869,51047,Extremely low (0-30% AMI),476.78025124,1175.0195112,653.08961498,340.42832333,45.149645004,0,0
Virginia,Culpeper County,47869,51047,Very low (31-50%),-72.69092846,1258.7721027,1209.5589896,565.95080012,121.90404151,0,0
Virginia,Culpeper County,47869,51047,Low (51-80%),-95.04000273,681.75963956,686.95184873,617.87289188,155.99202349,0,66.14422993
Virginia,Culpeper County,47869,51047,Middle (81-120%),792.15052159,1334.1720099,481.97246041,96.394492083,60.049027855,0,0
Virginia,Culpeper County,47869,51047,High (over 120%),202.49615784,202.49615784,,,,,
,,,51049,Extremely low (0-30% AMI),142.57713104,229.48377863,86.906647583,77.488708651,,0,
,,,51049,Very low (31-50%),-8.476145038,140.32729008,142.31552163,102.28928117,17.266221374,5.8600508906,4.9182569975
,,,51049,Low (51-80%),31.288486005,131.69417939,89.993638677,31.968670483,10.412054707,0,0
,,,51049,Middle (81-120%),-33.32903944,11.406170483,38.090330789,13.865298982,6.6448791349,0,0
,,,51049,High (over 120%),70.006679389,76.442270992,6.4355916031,0,,0,
,,,51051,Extremely low (0-30% AMI),382.94617564,640.19830028,265.92067989,291.92634561,46.912181303,55.580736544,0
,,,51051,Very low (31-50%),-83.11614731,277.64872521,312.83286119,193.00283286,80.821529745,0,32.889518414
,,,51051,Low (51-80%),-162.1529745,118.17280453,183.18696884,94.461756374,97.138810198,0,0
,,,51051,Middle (81-120%),145.58073654,157.30878187,,,11.728045326,,0
,,,51051,High (over 120%),148.00283286,170.43909348,22.436260623,0,,0,
Virginia,Dinwiddie County,28001,51053,Extremely low (0-30% AMI),328.31834388,522.81081081,209.20989074,159.32466935,1.1123634273,15.829787234,0
Virginia,Dinwiddie County,28001,51053,Very low (31-50%),-255.3301898,329.4307073,422.27027027,201.1666475,294.34847614,0,131.85784934
Virginia,Dinwiddie County,28001,51053,Low (51-80%),-175.8389879,559.26210466,473.09672225,275.60943071,319.93283496,0,57.928464635
Virginia,Dinwiddie County,28001,51053,Middle (81-120%),251.82196665,288.10212766,36.280161012,24.728694652,,0,
Virginia,Dinwiddie County,28001,51053,High (over 120%),108.92604945,120.81978148,18.739045428,0,,6.8453133985,
,,,51057,Extremely low (0-30% AMI),131.6152463,318.11512911,170.72223546,180.29670522,26.026375548,10.248728195,0
,,,51057,Very low (31-50%),138.89723738,255.67879813,111.18521575,133.84029913,5.5963450013,0,0
,,,51057,Low (51-80%),-115.9724506,241.92392608,354.12052948,163.44024438,14.901111389,11.125264159,0
,,,51057,Middle (81-120%),167.21609161,209.02011451,47.265516216,2.3599045186,,5.4614933145,
,,,51057,High (over 120%),139.63892166,163.10311516,24.610432837,0,,1.1462393376,
Virginia,Fairfax County,1117918,51059,Extremely low (0-30% AMI),17871.6492,24835.326996,6766.9701888,5034.4512885,269,72.29239321,0
Virginia,Fairfax County,1117918,51059,Very low (31-50%),7405.8158017,15248.671943,7901.2476822,2961.6191243,131.7328054,190.12434611,0
Virginia,Fairfax County,1117918,51059,Low (51-80%),-6849.446269,10783.346309,16578.271103,15225.70581,1054.5214752,0,0
Virginia,Fairfax County,1117918,51059,Middle (81-120%),-4387.208971,42246.39181,42000.673605,25733.285919,5712.5625167,718.635341,361
Virginia,Fairfax County,1117918,51059,High (over 120%),28883.565604,30726.702324,1638.2146612,0,259.92205932,55,0
Virginia,Fauquier County,66596,51061,Extremely low (0-30% AMI),416.04451698,640.40037503,175.78651295,328.8908952,55.719147163,7.1498020696,0
Virginia,Fauquier County,66596,51061,Very low (31-50%),258.99541635,621.9095076,356.13410654,592.32411973,6.7799847212,0,0
Virginia,Fauquier County,66596,51061,Low (51-80%),-200.4410028,511.45739287,548.19258282,486.67963053,187.6206681,0,23.914855198
Virginia,Fauquier County,66596,51061,Middle (81-120%),483.35127439,1492.0897285,938.22661296,726.19799986,91.59142996,0,21.07958886
Virginia,Fauquier County,66596,51061,High (over 120%),886.57545663,930.21390374,43.638447114,0,,0,
,,,51063,Extremely low (0-30% AMI),123.00623125,151.882991,28.876759751,30.986922071,,0,
,,,51063,Very low (31-50%),-30.75967382,99.778213709,112.71513193,61.275867374,21.328871452,3.5061158551,0
,,,51063,Low (51-80%),-42.47919071,65.220247711,101.0443111,40.222940226,6.6551273175,0,0
,,,51063,Middle (81-120%),4.4313408724,46.910531579,31.879683053,5.3078698361,10.599507654,0,0
,,,51063,High (over 120%),48.517501346,57.120470805,8.6029694592,0,,0,
Virginia,Fluvanna County,25990,51065,Extremely low (0-30% AMI),266.28300274,339.85824213,67.503932969,107.70947332,6.0713064295,0,0
Virginia,Fluvanna County,25990,51065,Very low (31-50%),34.89876881,173.45947332,134.82797538,85.807797538,8.0501025992,4.317373461,0
Virginia,Fluvanna County,25990,51065,Low (51-80%),-210.1121751,253.64569083,343.36610807,167.92783858,123.76470588,3.3729480164,0
Virginia,Fluvanna County,25990,51065,Middle (81-120%),60.533173735,188.25547196,127.72229822,49.559849521,,0,
Virginia,Fluvanna County,25990,51065,High (over 120%),135.45759234,155.60533516,26.398939808,0,,6.2511969904,
Virginia,Franklin County,56344,51067,Extremely low (0-30% AMI),588.94475921,1470.9065156,774.91029273,753.88810198,146.50849858,39.457034939,0
Virginia,Franklin County,56344,51067,Very low (31-50%),-215.0731822,1134.874882,1002.2733711,1233.8408876,347.67469311,0,0
Virginia,Franklin County,56344,51067,Low (51-80%),173.67563739,1165.5996223,792.37488196,289.13597734,240.94664778,41.397544854,0
Virginia,Franklin County,56344,51067,Middle (81-120%),526.20160529,717.98866856,191.78706327,0,,0,
Virginia,Franklin County,56344,51067,High (over 120%),548.84088763,631.31255902,82.471671388,0,,0,
Virginia,Frederick County,80417,51069,Extremely low (0-30% AMI),1252.2255319,1389.7531915,137.52765957,226.1106383,,0,
Virginia,Frederick County,80417,51069,Very low (31-50%),-115.1234043,729.6893617,720.38297872,603.88085106,124.42978723,0,0
Virginia,Frederick County,80417,51069,Low (51-80%),-555.2808511,1067.1319149,1527.2808511,1319.7829787,95.131914894,0,0
Virginia,Frederick County,80417,51069,Middle (81-120%),461.87234043,891,400.86382979,513.22978723,28.263829787,0,0
Virginia,Frederick County,80417,51069,High (over 120%),1394.5787234,1519.3531915,147.86808511,0,,23.093617021,
,,,51071,Extremely low (0-30% AMI),287.40318486,354.87352873,67.470343873,72.400723133,,0,
,,,51071,Very low (31-50%),-71.86975921,233.13108701,263.35810447,143.17062851,49.83475652,8.1920147704,0
,,,51071,Low (51-80%),-99.2523271,152.38664513,236.08931456,93.980613893,15.549657666,0,0
,,,51071,Middle (81-120%),10.353796446,109.60612355,74.486652819,12.401800138,24.765674283,0,0
,,,51071,High (over 120%),113.36079698,133.46157397,20.100776983,0,,0,
Virginia,Gloucester County,36877,51073,Extremely low (0-30% AMI),151.33530316,221.44711027,61.655123508,95.776858527,8.4566836071,0,0
Virginia,Gloucester County,36877,51073,Very low (31-50%),158.02198322,275.62888547,73.455147146,119.27857227,44.151755112,0,0
Virginia,Gloucester County,36877,51073,Low (51-80%),-82.698499,374.55241697,383.50076823,407.59248316,73.750147737,0,0
Virginia,Gloucester County,36877,51073,Middle (81-120%),65.58846472,471.3126108,336.6940078,124.8835835,69.030138282,0,0
Virginia,Gloucester County,36877,51073,High (over 120%),225.08545089,338.36567782,78.470157192,0,34.810069732,0,0
Virginia,Goochland County,21485,51075,Extremely low (0-30% AMI),205.32731314,272.1369825,66.809669353,91.060294526,,0,
Virginia,Goochland County,21485,51075,Very low (31-50%),33.72603501,95.958599611,38.784940261,69.780772437,23.44762434,0,0
Virginia,Goochland County,21485,51075,Low (51-80%),-150.7232565,160.76076688,311.48402334,113.46401778,,0,
Virginia,Goochland County,21485,51075,Middle (81-120%),109.5293137,152.73075854,35.733537094,29.791330925,11.48291192,4.0150041678,0
Virginia,Goochland County,21485,51075,High (over 120%),75.321478188,75.321478188,,,4.4165045846,,4.4165045846
,,,51077,Extremely low (0-30% AMI),277.44949581,426.92018458,143.73303709,394.82823449,15.754230046,4.6679200137,5.348658349
,,,51077,Very low (31-50%),-140.3293454,289.99453085,269.37788412,323.05896428,187.88378055,18.963425056,7.9743633567
,,,51077,Low (51-80%),114.266792,332.58930097,180.10391386,211.61237395,38.218595112,0,0
,,,51077,Middle (81-120%),256.83284909,274.8237908,17.990941719,16.337720048,,0,
,,,51077,High (over 120%),232.71526235,258.09707742,25.381815074,0,,0,
,,,51079,Extremely low (0-30% AMI),264.25803694,337.27376881,66.990595075,106.89038988,6.0251367989,0,0
,,,51079,Very low (31-50%),34.633378933,172.14038988,133.80266758,85.155266758,7.9888850889,4.2845417237,0
,,,51079,Low (51-80%),-208.5143639,251.71682627,340.75495896,166.65082079,122.82352941,3.3472982216,0
,,,51079,Middle (81-120%),60.072845417,186.82387141,126.75102599,49.182968536,,0,
,,,51079,High (over 120%),134.42749658,154.42202462,26.198187415,0,,6.2036593707,
,,,51081,Extremely low (0-30% AMI),136.39014906,246.78791316,110.3977641,96.926441996,,0,
,,,51081,Very low (31-50%),-42.76166559,129.51474401,135.60758263,99.218243681,39.687297472,0,3.018470512
,,,51081,Low (51-80%),17.775437459,217.94475049,179.65489307,58.804277382,38.513447829,6.0928386261,11.906189242
,,,51081,Middle (81-120%),32.532404407,70.989954634,38.457550227,17.663642255,,0,
,,,51081,High (over 120%),71.493033052,73.449449125,1.9564160726,0,,0,
Virginia,Halifax County,35747,51083,Extremely low (0-30% AMI),795.65839695,1280.6450382,484.98664122,432.42938931,,0,
Virginia,Halifax County,35747,51083,Very low (31-50%),-47.30152672,783.10305344,794.19847328,570.83015267,96.354961832,32.702290076,27.446564885
Virginia,Halifax County,35747,51083,Low (51-80%),174.60687023,734.92557252,502.21374046,178.40267176,58.104961832,0,0
Virginia,Halifax County,35747,51083,Middle (81-120%),-185.9942748,63.652671756,212.5648855,77.375954198,37.082061069,0,0
Virginia,Halifax County,35747,51083,High (over 120%),390.67557252,426.58969466,35.914122137,0,,0,
Virginia,Hanover County,100693,51085,Extremely low (0-30% AMI),1981.5151431,2626.2631286,644.74798555,878.77910531,,0,
Virginia,Hanover County,100693,51085,Very low (31-50%),325.47374271,926.05029175,374.29480411,673.42067241,226.28174493,0,0
Virginia,Hanover County,100693,51085,Low (51-80%),-1454.557655,1551.4248402,3005.9824951,1094.986663,,0,
Virginia,Hanover County,100693,51085,Middle (81-120%),1057.0147263,1473.931092,344.84717977,287.50180606,110.81606002,38.746874132,0
Virginia,Hanover County,100693,51085,High (over 120%),726.89135871,726.89135871,,,42.621561545,,42.621561545
Virginia,Henrico County,314780,51087,Extremely low (0-30% AMI),6091,9225,3134,2181,0,0,0
Virginia,Henrico County,314780,51087,Very low (31-50%),1855,7689,4625,4368,1209,0,0
Virginia,Henrico County,314780,51087,Low (51-80%),-5028,10922,12716,11671,3475,241,0
Virginia,Henrico County,314780,51087,Middle (81-120%),5314,8945,3308,2787,323,0,0
Virginia,Henrico County,314780,51087,High (over 120%),7583,8401,392,0,1040,280,334
Virginia,Henry County,52917,51089,Extremely low (0-30% AMI),605.28045326,1511.7053824,796.40415486,774.79886686,150.57223796,40.551463645,0
Virginia,Henry County,52917,51089,Very low (31-50%),-221.0387158,1166.3531634,1030.0736544,1268.0642115,357.31822474,0,0
Virginia,Henry County,52917,51089,Low (51-80%),178.49291785,1197.9301228,814.35316336,297.15580737,247.62983947,42.545797923,0
Virginia,Henry County,52917,51089,Middle (81-120%),540.79697828,737.90368272,197.10670444,0,,0,
Virginia,Henry County,52917,51089,High (over 120%),564.06421152,648.82341832,84.759206799,0,,0,
,,,51091,Extremely low (0-30% AMI),4.6821988405,8.43096414,3.4406270131,4.6806957269,0.5305990981,0.2224608117,0
,,,51091,Very low (31-50%),1.1934721924,6.6362465106,3.7833369122,3.853983251,1.6594374061,0,0
,,,51091,Low (51-80%),-3.700665665,6.1357096843,7.8146875671,6.9624221602,2.2020614129,0.1803736311,0
,,,51091,Middle (81-120%),5.495383294,7.5741893923,2.0788060983,1.1108009448,,0,
,,,51091,High (over 120%),4.8355164269,5.7343783552,0.7861284088,0,0.1127335194,0,0
Virginia,Isle of Wight County,35436,51093,Extremely low (0-30% AMI),476.6644015,762.87081475,288.5438522,166.91045516,,2.3374389467,
Virginia,Isle of Wight County,35436,51093,Very low (31-50%),74.018899979,443.07453812,327.76088341,106.74304523,41.294754725,0,0
Virginia,Isle of Wight County,35436,51093,Low (51-80%),-275.0386494,445.15226163,639.50598145,309.06137184,131.84887096,16.015785376,35.148156013
Virginia,Isle of Wight County,35436,51093,Middle (81-120%),16.794931691,341.09294259,317.28569406,85.965810151,7.0123168401,0,0
Virginia,Isle of Wight County,35436,51093,High (over 120%),249.58653642,275.12522121,25.538684788,0,,0,
Virginia,James City County,69149,51095,Extremely low (0-30% AMI),545.68017965,798.48717646,222.31414726,345.3492495,30.492849545,0,0
Virginia,James City County,69149,51095,Very low (31-50%),569.79080487,993.85415436,264.86230942,430.09100579,159.20104007,0,0
Virginia,James City County,69149,51095,Low (51-80%),-298.1917031,1350.5495804,1382.8152701,1469.6844345,265.92601347,0,0
Virginia,James City County,69149,51095,Middle (81-120%),236.49686798,1699.4445101,1214.0408935,450.30138282,248.90674861,0,0
Virginia,James City County,69149,51095,High (over 120%),811.60619312,1220.0685498,282.94527834,0,125.51707836,0,0
,,,51097,Extremely low (0-30% AMI),52.325085723,126.47016109,67.872498488,71.678934028,10.347071255,4.07449438,0
,,,51097,Very low (31-50%),55.220121203,101.64791243,44.202902847,53.209679897,2.2248883786,0,0
,,,51097,Low (51-80%),-46.10612062,96.179512076,140.78450318,64.977463008,5.9241003815,4.4229708731,0
,,,51097,Middle (81-120%),66.478592516,83.098240645,18.790924739,0.9382059428,,2.1712766104,
,,,51097,High (over 120%),55.514985928,64.843433587,9.7841476889,0,,0.4557000293,
Virginia,King George County,24582,51099,Extremely low (0-30% AMI),250.8964534,283.3772946,79.686330422,84.738905721,,47.205489218,
Virginia,King George County,24582,51099,Very low (31-50%),138.0074853,457.18588487,296.51399038,301.13348779,22.664409196,0,0
Virginia,King George County,24582,51099,Low (51-80%),-241.9461772,122.27232222,289.00730708,308.92888968,87.337373017,0,12.126180716
Virginia,King George County,24582,51099,Middle (81-120%),208.45482089,584.2220638,218.84869007,88.203528783,156.91855284,0,0
Virginia,King George County,24582,51099,High (over 120%),220.00356443,220.00356443,,,,,
,,,51101,Extremely low (0-30% AMI),171.74184578,415.10144896,222.77169749,235.26521291,33.961246142,13.37334045,0
,,,51101,Very low (31-50%),181.2439561,333.62965122,145.08314738,174.64526837,7.3025477456,0,0
,,,51101,Low (51-80%),-151.3299051,315.68122062,462.08410554,213.26958717,19.444133154,14.517112988,0
,,,51101,Middle (81-120%),218.19660734,272.74575917,61.675734574,3.0793876036,,7.1265827397,
,,,51101,High (over 120%),182.21176363,212.82967466,32.11361358,0,,1.4957025503,
,,,51103,Extremely low (0-30% AMI),127.76309275,308.8044424,165.72548711,175.01972848,25.264627971,9.9487654187,0
,,,51103,Very low (31-50%),134.83195239,248.19551624,107.93101431,129.92302208,5.4325495379,0,0
,,,51103,Low (51-80%),-112.578135,234.84322581,343.75602618,158.65662747,14.4649813,10.799646672,0
,,,51103,Middle (81-120%),162.32196209,202.90245262,45.882135253,2.2908341425,,5.3016447297,
,,,51103,High (over 120%),135.55192883,158.32936545,23.890127486,0,,1.1126908692,
Virginia,Lee County,25456,51105,Extremely low (0-30% AMI),633.98866856,1059.8838527,440.24645892,483.30028329,77.66572238,92.016997167,0
Virginia,Lee County,25456,51105,Very low (31-50%),-137.6033994,459.66288952,517.9121813,319.52691218,133.80453258,0,54.450424929
Virginia,Lee County,25456,51105,Low (51-80%),-268.4532578,195.64164306,303.27620397,156.38668555,160.81869688,0,0
Virginia,Lee County,25456,51105,Middle (81-120%),241.01699717,260.43342776,,,19.416430595,,0
Virginia,Lee County,25456,51105,High (over 120%),245.02691218,282.1713881,37.144475921,0,,0,
Virginia,Loudoun County,337766,51107,Extremely low (0-30% AMI),2416.8084589,3720.0947982,1021.1463296,1910.5318425,323.67331065,41.533300924,0
Virginia,Loudoun County,337766,51107,Very low (31-50%),1504.5080214,3612.681089,2068.7880408,3440.8191541,39.385026738,0,0
Virginia,Loudoun County,337766,51107,Low (51-80%),-1164.364609,2971.0631988,3184.4584346,2827.1288284,1089.8911035,0,138.92173068
Virginia,Loudoun County,337766,51107,Middle (81-120%),2807.7943607,8667.5702479,5450.1716091,4218.4944093,532.05590666,0,122.45162859
Virginia,Loudoun County,337766,51107,High (over 120%),5150.1293145,5403.6256684,253.49635391,0,,0,
Virginia,Louisa County,33601,51109,Extremely low (0-30% AMI),422.47340426,577.10106383,162.76595745,233.61702128,26.010638298,14.281914894,19.867021277
Virginia,Louisa County,33601,51109,Very low (31-50%),188.69680851,458.93617021,230.42553191,178.08510638,49.867021277,10.053191489,0
Virginia,Louisa County,33601,51109,Low (51-80%),-225.8776596,403.88297872,563.53723404,331.35638298,111.94148936,15.319148936,30.39893617
Virginia,Louisa County,33601,51109,Middle (81-120%),-2.074468085,284.60106383,229.54787234,90.079787234,57.127659574,0,0
Virginia,Louisa County,33601,51109,High (over 120%),293.05851064,351.14361702,56.25,0,14.680851064,12.845744681,0
,,,51111,Extremely low (0-30% AMI),185.80686973,336.20382372,150.39695399,132.04471808,,0,
,,,51111,Very low (31-50%),-58.25502268,176.44037589,184.74076474,135.1668827,54.066753078,0,4.1121192482
,,,51111,Low (51-80%),24.215813351,296.91023979,244.74724563,80.110174984,52.467595593,8.3003888529,16.220025924
,,,51111,Middle (81-120%),44.319507453,96.71095269,52.391445237,24.063512638,,0,
,,,51111,High (over 120%),97.396305898,100.06156837,2.6652624757,0,,0,
,,,51113,Extremely low (0-30% AMI),183.92529014,251.24298839,70.86073501,101.70599613,11.32382334,6.2176821406,8.6491779497
,,,51113,Very low (31-50%),82.149822695,199.7994842,100.31656995,77.529980658,21.70978401,4.3766924565,0
,,,51113,Low (51-80%),-98.33663765,175.83188266,245.33792714,144.25717279,48.734123146,6.669245648,13.234284333
,,,51113,Middle (81-120%),-0.903127015,123.9020793,99.934477756,39.216553836,24.870728562,0,0
,,,51113,High (over 120%),127.58405867,152.87161509,24.488636364,0,6.3913604126,5.5924403611,0
,,,51115,Extremely low (0-30% AMI),70.938423354,103.80333294,28.900839144,44.895402435,3.9640704408,0,0
,,,51115,Very low (31-50%),74.072804633,129.20104007,34.432100225,55.911830753,20.696135209,0,0
,,,51115,Low (51-80%),-38.7649214,175.57144546,179.76598511,191.05897648,34.570381752,0,0
,,,51115,Middle (81-120%),30.744592838,220.92778631,157.82531616,58.539179766,32.357877319,0,0
,,,51115,High (over 120%),105.50880511,158.60891148,36.782886184,0,16.317220187,0,0
Virginia,Mecklenburg County,31950,51117,Extremely low (0-30% AMI),531.32858069,961.39987038,430.0712897,377.59170447,,0,
Virginia,Mecklenburg County,31950,51117,Very low (31-50%),-166.5845755,504.54439404,528.27997408,386.51976669,154.60790668,0,11.758911212
Virginia,Mecklenburg County,31950,51117,Low (51-80%),69.246921581,849.03694102,699.87297472,229.08101102,150.03499676,23.735580039,46.382372003
Virginia,Mecklenburg County,31950,51117,Middle (81-120%),126.73493195,276.5521711,149.81723914,68.811406351,,0,
Virginia,Mecklenburg County,31950,51117,High (over 120%),278.51198963,286.13350616,7.6215165262,0,,0,
,,,51119,Extremely low (0-30% AMI),93.735736386,226.56004317,121.5875433,128.40643396,18.535857708,7.2990942268,0
,,,51119,Very low (31-50%),98.921934916,182.09319282,79.185568289,95.320408159,3.9856896107,0,0
,,,51119,Low (51-80%),-82.59501362,172.29704004,252.20291368,116.40134477,10.612498843,7.9233588646,0
,,,51119,Middle (81-120%),119.09048475,148.86310594,33.662270085,1.6807124864,,3.8896488972,
,,,51119,High (over 120%),99.45015884,116.16124299,17.527430216,0,,0.8163460648,
Virginia,Montgomery County,95409,51121,Extremely low (0-30% AMI),5138.8622202,6345.2538657,1206.3916455,1294.5484268,,0,
Virginia,Montgomery County,95409,51121,Very low (31-50%),-1285.05462,4168.4594969,4708.9283791,2559.9373029,891.06162012,146.47588276,0
Virginia,Montgomery County,95409,51121,Low (51-80%),-1774.66382,2724.722671,4221.3535657,1680.4038772,278.03292561,0,0
Virginia,Montgomery County,95409,51121,Middle (81-120%),185.12924071,1959.793061,1331.8455266,221.7482114,442.81829371,0,0
Virginia,Montgomery County,95409,51121,High (over 120%),2026.9278406,2386.3362566,359.40841603,0,,0,
,,,51125,Extremely low (0-30% AMI),164.54584496,296.28816835,120.9134636,164.49302126,18.646768306,7.8179085248,0
,,,51125,Very low (31-50%),41.942022761,233.21666309,132.95726863,135.43998282,58.317371699,0,0
,,,51125,Low (51-80%),-130.0519648,215.62636891,274.63044879,244.67940734,77.386729654,6.3388447498,0
,,,51125,Middle (81-120%),193.12347005,266.17865579,73.055185742,39.036718918,,0,
,,,51125,High (over 120%),169.933863,201.52243934,27.626798368,0,3.9617779686,0,0
,,,51127,Extremely low (0-30% AMI),96.642093157,153.89189189,61.581943646,46.897987349,0.3274295572,4.6595744681,0
,,,51127,Very low (31-50%),-75.15767683,96.969522714,124.2972973,59.214376078,86.642898217,0,38.812995975
,,,51127,Low (51-80%),-51.75905693,164.62150661,139.25830937,81.126969523,94.173778033,0,17.051523864
,,,51127,Middle (81-120%),74.125014376,84.804255319,10.679240943,7.2790109258,,0,
,,,51127,High (over 120%),32.062909718,35.563887292,5.5159286947,0,,2.0149511213,
,,,51131,Extremely low (0-30% AMI),195.17577987,471.74145975,253.16858332,267.3668214,38.595210569,15.198114006,0
,,,51131,Very low (31-50%),205.97443982,379.15294943,164.87953945,198.47537041,8.2989701483,0,0
,,,51131,Low (51-80%),-171.9786585,358.75548063,525.13483396,242.36992337,22.097257865,16.497952704,0
,,,51131,Middle (81-120%),247.96922853,309.96153566,70.091302096,3.4995657252,,8.098994964,
,,,51131,High (over 120%),207.07430334,241.86998541,36.495471134,0,,1.6997890665,
,,,51133,Extremely low (0-30% AMI),127.44207995,308.02855185,165.30909141,174.57998042,25.201149006,9.9237685207,0
,,,51133,Very low (31-50%),134.49317864,247.57190941,107.65983086,129.59658233,5.4188999159,0,0
,,,51133,Low (51-80%),-112.2952754,234.25316745,342.89231757,158.25799272,14.428637125,10.772511881,0
,,,51133,Middle (81-120%),161.91411797,202.39264746,45.766853507,2.2850782778,,5.2883240143,
,,,51133,High (over 120%),135.21134609,157.93155297,23.83010204,0,,1.1098951635,
,,,51135,Extremely low (0-30% AMI),492.30279898,792.38167939,300.07888041,267.55979644,,0,
,,,51135,Very low (31-50%),-29.26717557,484.53435115,491.39949109,353.19338422,59.618320611,20.234096692,16.982188295
,,,51135,Low (51-80%),108.03562341,454.72519084,310.73791349,110.38422392,35.951653944,0,0
,,,51135,Middle (81-120%),-115.0814249,39.384223919,131.5216285,47.875318066,22.944020356,0,0
,,,51135,High (over 120%),241.72519084,263.94656489,22.221374046,0,,0,
Virginia,Orange County,34266,51137,Extremely low (0-30% AMI),561.59090909,767.13636364,216.36363636,310.54545455,34.575757576,18.984848485,26.409090909
Virginia,Orange County,34266,51137,Very low (31-50%),250.83333333,610.06060606,306.3030303,236.72727273,66.287878788,13.363636364,0
Virginia,Orange County,34266,51137,Low (51-80%),-300.2575758,536.87878788,749.10606061,440.46969697,148.8030303,20.363636364,40.409090909
Virginia,Orange County,34266,51137,Middle (81-120%),-2.757575758,378.31818182,305.13636364,119.74242424,75.939393939,0,0
Virginia,Orange County,34266,51137,High (over 120%),389.56060606,466.77272727,74.772727273,0,19.515151515,17.075757576,0
Virginia,Page County,23918,51139,Extremely low (0-30% AMI),518.49008704,708.26039652,199.7582205,286.71179884,31.922147002,17.527804642,24.382253385
Virginia,Page County,23918,51139,Very low (31-50%),231.58244681,563.23984526,282.79497099,218.5589942,61.200435203,12.338007737,0
Virginia,Page County,23918,51139,Low (51-80%),-277.2134913,495.6745648,691.61387814,406.66465184,137.38273694,18.800773694,37.3077853
Virginia,Page County,23918,51139,Middle (81-120%),-2.545938104,349.28312379,281.71784333,110.55246615,70.111218569,0,0
Virginia,Page County,23918,51139,High (over 120%),359.6627176,430.94898453,69.034090909,0,18.017408124,15.765232108,0
,,,51141,Extremely low (0-30% AMI),194.30878187,485.2917847,255.66383381,248.72804533,48.337110482,13.017941454,0
,,,51141,Very low (31-50%),-70.95845137,374.42587347,330.67705382,407.07743154,114.70727101,0,0
,,,51141,Low (51-80%),57.300283286,384.56279509,261.42587347,95.393767705,79.494806421,13.658168083,0
,,,51141,Middle (81-120%),173.60812087,236.88385269,63.275731822,0,,0,
,,,51141,High (over 120%),181.07743154,208.28706327,27.209631728,0,,0,
Virginia,Pittsylvania County,62791,51143,Extremely low (0-30% AMI),1101.655814,1549.0418605,447.38604651,456.4372093,,0,
Virginia,Pittsylvania County,62791,51143,Very low (31-50%),-481.0046512,980.11162791,1147.8813953,463.2255814,421.5255814,0,108.29069767
Virginia,Pittsylvania County,62791,51143,Low (51-80%),-628.4093023,406.97906977,955.86744186,608.69069767,181.34651163,0,101.8255814
Virginia,Pittsylvania County,62791,51143,Middle (81-120%),574.4255814,639.07674419,64.651162791,48.165116279,,0,
Virginia,Pittsylvania County,62791,51143,High (over 120%),617.09534884,737.02325581,119.92790698,0,,0,
Virginia,Powhatan County,28160,51145,Extremely low (0-30% AMI),370.15754376,490.59988886,120.4423451,164.16060017,,0,
Virginia,Powhatan County,28160,51145,Very low (31-50%),60.800222284,172.99110864,69.920255627,125.79855515,42.270630731,0,0
Virginia,Powhatan County,28160,51145,Low (51-80%),-271.7190886,289.81439289,561.53348152,204.54931926,,0,
Virginia,Powhatan County,28160,51145,Middle (81-120%),197.45595999,275.33814949,64.419283134,53.706863018,20.701028063,7.2381217005,0
Virginia,Powhatan County,28160,51145,High (over 120%),135.7871631,135.7871631,,,7.9619338705,,7.9619338705
Virginia,Prince Edward County,23068,51147,Extremely low (0-30% AMI),485.80232188,781.91889313,296.11657125,264.02687659,,0,
